label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,Oh yeah! And my diet just flew out the window,,,,oh yeah diet flew window,45
1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,,santa calling would little ones like call santa xmas eve call book time,106
0,You didnt complete your gist oh.,,,,didnt complete gist oh,32
0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,,er yeah b sorry tell pubcafe sit come wen u,97
0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,,make time tonight whenever cool text whenever youre around,102
0,If I was I wasn't paying attention,,,,wasnt paying attention,34
0,Thanx a lot 4 ur help!,,,,thanx lot ur help,22
0,You're gonna have to be way more specific than that,,,,youre gonna way specific,51
0,Jesus armand really is trying to tell everybody he can find,,,,jesus armand really trying tell everybody find,59
0,I'm wif him now buying tix lar...,,,,im wif buying tix lar,33
0,Mode men or have you left.,,,,mode men left,26
0,Am slow in using biola's fne,,,,slow using biolas fne,28
0,"\What are youdoing later? Sar xxx\""""",,,,youdoing later sar xxx,36
0,Hey i've booked the 2 lessons on sun liao...,,,,hey ive booked lessons sun liao,44
0,Thank you. do you generally date the brothas?,,,,thank generally date brothas,45
0,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",,,,way make sure u get train worc foregate street shrub hill fun night x,90
0,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,,thought id get watch cos thats kind thing u getanth loves much,99
1,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,,,,guaranteed award maybe even å cash claim ur award call free legitimat efreefone number wat u think,163
0,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,,,,good morning repair shopthe reason im hour,70
0,"And that's fine, I got enough bud to last most of the night at least",,,,thats fine got enough bud last night least,68
0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,,back good journey let know need receipts shall tell like pendent,104
0,So that takes away some money worries,,,,takes away money worries,37
0,"aight we can pick some up, you open before tonight?",,,,aight pick open tonight,51
1,"Latest News! Police station toilet stolen, cops have nothing to go on!",,,,latest news police station toilet stolen cops nothing go,70
0,Sac needs to carry on:),,,,sac needs carry,23
0,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,,,,sing hu think also important find someone female know place well preferably citizen also smart help navigate even things like choosing phone plan require guidance doubt ask especially girls,251
0,What???? Hello wats talks email address?,,,,hello wats talks email address,40
0,Except theres a chick with huge boobs.,,,,except theres chick huge boobs,38
0,Im just wondering what your doing right now?,,,,im wondering right,44
0,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,,wishing beautiful day moment revealing even things keep smiling enjoy,101
1,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,,sparkling shopping breaks per person call visit wwwshortbreaksorguk,112
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,,hear loud scream ltgt minutes cause gyno shoving things dont belong,120
0,Ok i thk i got it. Then u wan me 2 come now or wat?,,,,ok thk got u wan come wat,51
1,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,,txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop wwwgambtv,147
0,U GOIN OUT 2NITE?,,,,u goin nite,17
0,I will treasure every moment we spend together...,,,,treasure every moment spend together,49
0,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,,,,shall bring us bottle wine keep us amused joking iûll bring one anyway,89
1,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,,,,httptms widelivecomindex wmlidadafirsttrueåác c ringtoneåá,85
1,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",,,,urgent last weekends draw shows å cash spanish holiday call claim tc rstm sw ss ppm,143
0,I thought slide is enough.,,,,thought slide enough,26
0,Well obviously not because all the people in my cool college life went home ;_;,,,,well obviously people cool college life went home _,79
0,Ok lor Ì_ reaching then message me.,,,,ok lor ì_ reaching message,35
0,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,,wheres mummys boy good bad positive negative mummy made wait hmmmm,122
0,Dhoni have luck to win some big title.so we will win:),,,,dhoni luck win big titleso win,54
0,Yes princess! I want to please you every night. Your wish is my command...,,,,yes princess want please every night wish command,74
0,No probably  &lt;#&gt; %.,,,,probably ltgt,25
0,Really do hope the work doesnt get stressful. Have a gr8 day.,,,,really hope work doesnt get stressful gr day,61
0,Have you seen who's back at Holby?!,,,,seen whos back holby,35
0,Shall call now dear having food,,,,shall call dear food,31
1,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,,urgent trying contact last weekends draw shows u å prize guaranteed call claim code k valid hrs p pm,149
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,,li hai bored da lecturer repeating last weeks stuff waste time,79
0,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,,picking various points going yeovil motor project hours u take home max easy,169
0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,,also fuck family going rhode island wherever fuck leaving alone week new bong gt,135
0,Ofcourse I also upload some songs,,,,ofcourse also upload songs,33
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,,p per min call germany bt line p per min check planettalkinstantcom info ts cs text stop opt,145
0,Oh thanks a lot..i already bought 2 eggs ..,,,,oh thanks loti already bought eggs,43
0,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,,u studying sch going home anyway ill b going sch later,65
1,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,,marvel mobile play official ultimate spiderman game å ur mobile right text spider game send u free ball wallpaper,161
0,I think if he rule tamilnadu..then its very tough for our people.,,,,think rule tamilnaduthen tough people,65
0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,,cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us,155
0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,,good afternoon love goes day sleep hope well boytoy think,118
0,Yes... I trust u to buy new stuff ASAP so I can try it out,,,,yes trust u buy new stuff asap try,58
0,Why did I wake up on my own &gt;:(,,,,wake gt,34
0,Now get step 2 outta the way. Congrats again.,,,,get step outta way congrats,45
0,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,155
1,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,,private account statement shows unredeemed points call identifier code expires,148
0,Apo all other are mokka players only,,,,apo mokka players,36
0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",,,,perhaps much easy give account identification tomorrow uni,82
0,Wait . I will msg after  &lt;#&gt;  min.,,,,wait msg ltgt min,40
0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,,told tell stupid hear wont tell anything dad called brother spoken,127
0,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,,gods love limit gods grace measure gods power boundaries may u gods endless blessings always ur life gud ni,149
0,I want to be inside you every night...,,,,want inside every night,38
0,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,,machan go gym tomorrow wil come late goodnight,58
0,Lol they were mad at first but then they woke up and gave in.,,,,lol mad first woke gave,61
0,"ItÛ÷s reassuring, in this crazy world.",,,,itûs reassuring crazy world,39
0,"Just making dinner, you ?",,,,making dinner,25
0,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,,yes please leave ltgt ltgt leave,69
0,Oh... Okie lor...We go on sat... ,,,,oh okie lorwe go sat,33
0,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,,great role model giving much really wish day miracle god reason everything must say wish knew dont ive looked since young still great day,245
0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",,,,ya im referin meis ex wat ah waitin u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards,139
0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,,miles smiles r made frm letters u know difference smile ur face keeps happy even though miles away u keep smiling good nyt,166
0,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,,way ive put skip right outside front house see house pull,122
0,Can you pls send me that company name. In saibaba colany,,,,pls send company name saibaba colany,56
0,No. I dont want to hear anything,,,,dont want hear anything,32
0,You are a big chic. Common. Declare,,,,big chic common declare,35
